S&P_500_Price_MA_50,S&P_500_Price_EMA_12,S&P_500_Price_Volatility_30,S&P_500_Price_Lag_7,S&P_500_Price_Lag_30,S&P_500_Price_BB_Upper,S&P_500_Price_BB_Lower,S&P_500_Price_RSI_14,S&P_500_Price_ROC_10,Natural_Gas_Price,Crude_oil_Price,Copper_Price,Bitcoin_Price,Platinum_Price,Ethereum_Price,Nasdaq_100_Price,Apple_Price,Tesla_Price,Microsoft_Price,Silver_Price,Google_Price,Nvidia_Price,Berkshire_Price,Netflix_Price,Amazon_Price,Meta_Price,Gold_Price
4002.561,3897.239284825074,0.010231704640910635,3969.61,4136.13,4107.1473786163115,3790.455621383689,32.22601186838318,-3.795317930227482,4.475,80.47,3.813,16607.2,1082.9,1199.8,10939.76,129.93,123.18,239.82,24.04,88.23,146.14,468711.0,294.88,84.0,120.34,1826.2
4001.1353999999997,3889.860933313524,0.010260715065432148,3919.25,4137.29,4101.182317416773,3779.571682583228,36.87448117324027,-3.746102238259208,4.559,78.61,3.8265,16636.4,1065.0,1200.84,10951.05,129.61,121.82,241.01,24.25,88.45,146.03,468725.0,291.12,84.18,120.26,1826.0
3999.6846,3873.4546358806742,0.010489691679539859,3892.09,4090.46,4089.1693721360375,3762.850627863964,37.488909566986216,-5.019871107685592,4.709,78.6,3.8425,16546.2,1019.8,1189.98,10679.34,126.04,112.71,234.53,23.84,86.02,140.36,459800.0,276.88,81.82,115.62,1815.8
3999.0378,3866.653922668263,0.010828517865248851,3895.08,4081.5,4070.0964878580276,3758.8055121419725,39.58337690586243,-3.535863724648014,5.282,79.77,3.8405,16706.1,1032.7,1211.6,10822.51,130.03,109.1,236.96,24.217,87.39,141.21,461955.0,284.17,83.04,116.88,1823.1
3997.5678000000003,3863.2948576423764,0.010694527278945366,3808.1,4117.86,4056.733914617049,3755.028085382951,33.06842141847595,-1.8990878356828444,4.98,79.34,3.809,16779.1,1029.6,1220.03,10985.45,131.86,123.15,238.73,23.92,89.23,152.06,463400.0,294.96,85.25,118.04,1804.2
3994.1753999999996,3857.001802620472,0.010405020068566353,3852.97,4164.0,4041.8531993425518,3750.452800657448,30.186140390222036,-1.7908116204918278,4.928,78.45,3.757,16820.6,984.6,1217.57,10956.14,132.23,125.35,238.19,23.622,87.76,153.39,458700.0,297.75,83.79,117.12,1795.3
3992.0168,3860.299986832707,0.010701770993573237,3824.14,4111.08,4022.744734054139,3755.424265945861,39.22597370532686,-0.4272056029657856,5.238,78.24,3.81,16831.8,1002.0,1213.85,11235.88,135.45,137.57,244.43,24.194,89.58,165.01,467600.0,297.96,86.77,119.76,1825.4
3987.4808000000003,3854.349219627675,0.010835455203408858,3839.5,4136.48,4012.3575611479246,3750.712438852075,36.01995125545543,0.35503269346919275,5.216,76.23,3.799,16902.8,1013.0,1217.2,11072.42,132.3,137.8,241.8,24.271,89.02,160.85,457400.0,288.19,85.19,117.09,1825.4
3982.9211999999998,3848.704724300341,0.010558036135067757,3849.28,4179.76,4011.045660940697,3743.905339059302,39.481041230922166,-0.91643589231164,5.71,75.89,3.783,16441.3,987.7,1167.8,11084.59,132.37,149.87,240.45,23.199,88.44,162.54,455280.0,288.3,84.92,114.48,1797.7
3980.3414000000002,3849.2670744079805,0.01054805873650189,3783.22,4119.21,4005.3938721454338,3741.9071278545657,45.94947291152663,0.7379436945300188,6.303,74.45,3.7615,16629.6,1000.0,1166.7,11243.72,134.51,150.23,244.69,23.328,90.26,165.71,454620.0,290.71,87.86,119.43,1800.2
3979.2286000000004,3856.4182937298297,0.01070758733701872,3829.25,4076.6,3989.1643448085647,3748.614655191435,50.06310871653825,1.4650345097017903,6.589,76.25,3.763,17356.1,1013.2,1266.32,11345.22,136.5,157.67,249.01,23.305,90.86,169.52,457460.0,290.41,88.45,116.15,1787.8
3979.7319999999995,3877.7877870021634,0.011496685800514283,3844.82,4017.77,3988.1254728337503,3749.2765271662497,67.2260866364874,3.7939562723418474,6.22,77.27,3.878,17796.4,1038.7,1307.3,11740.92,143.21,156.8,257.22,24.136,95.07,176.74,468020.0,317.83,91.58,121.59,1818.7
3980.4802,3899.6127428479845,0.01128639326489136,3822.39,4070.56,3998.1439900901078,3742.9060099098924,65.93864749082005,6.249438309165223,6.733,75.19,3.842,17778.6,1038.9,1320.76,11834.2,145.47,160.95,256.92,23.99,95.63,180.72,472000.0,320.34,92.49,120.15,1825.5
3980.8906,3913.6046285636794,0.011350418034135919,3878.44,4060.43,4002.9057445788912,3740.2392554211083,65.90587605612258,4.21257426388979,6.416,73.44,3.8005,17210.4,1008.0,1275.02,11706.44,144.49,167.82,252.51,23.403,93.31,175.35,471080.0,315.18,90.55,114.71,1792.3
3979.3318,3916.8008395538827,0.011465304308408614,3821.62,4016.22,4004.986209679836,3739.6717903201643,58.411944109511296,2.32936782476163,6.082,71.5,3.8785,17125.7,1036.2,1262.86,11563.33,142.16,179.05,245.42,23.717,92.83,170.01,463000.0,320.01,89.09,115.9,1810.7
3978.781,3923.9868642379006,0.011558220313404779,3817.66,4016.95,4014.5085965285657,3737.2914034714345,59.79153451852357,3.691930964658252,5.82,72.06,3.8835,17225.7,1014.6,1280.29,11637.5,142.65,173.44,247.4,23.246,93.71,171.69,462780.0,310.26,90.35,115.33,1801.5
3977.5126,3925.5150389705314,0.011627756597272864,3852.36,4019.81,4018.652922214068,3737.0310777859313,63.77916758101089,1.4304720454615838,5.617,72.58,3.8605,16835.2,1011.5,1231.04,11497.39,140.94,174.04,244.37,22.922,94.94,161.2,461593.0,308.42,88.46,113.93,1798.0
3974.756,3927.9373406673726,0.01144429210335414,3895.75,3972.61,4024.0126608102464,3744.9873391897536,61.02135196300304,3.1306095320832616,5.378,74.47,3.818,17089.3,995.4,1271.26,11549.68,142.91,179.82,245.12,22.335,96.98,159.87,464838.0,305.56,88.25,114.12,1782.4
3972.9246,3938.8454421031615,0.011208852833405992,3995.32,3898.85,4039.3836571780043,3744.203342821995,63.99774611022245,4.7458390741973,5.484,77.4,3.795,16966.5,1007.5,1259.56,11786.8,146.63,182.45,250.2,22.417,99.48,166.1,468700.0,312.59,91.01,122.43,1781.3
3971.4066,3959.284604856521,0.011587009119058762,4019.65,3928.86,4068.4521416857115,3739.8908583142875,70.75542383323062,5.6936527219678235,6.169,80.3,3.8505,17093.6,1026.6,1295.69,11994.26,147.81,194.86,255.02,23.25,100.44,168.76,477403.0,320.41,94.13,123.49,1809.6
3970.2154000000005,3977.3285118016715,0.011256581856963908,3990.56,3990.97,4094.275175758488,3737.7748242415123,68.03116069965962,4.641468266700888,6.738,81.33,3.8175,16972.0,1054.9,1276.05,12041.9,148.31,194.7,254.69,22.841,100.99,171.35,477085.0,316.95,95.5,120.44,1815.2
3969.0717999999997,3993.141048447568,0.011254073347991424,3934.38,3999.09,4117.151760505897,3737.9812394941027,76.05063189083506,2.1222330126247746,6.93,80.56,3.738,17163.9,1039.3,1294.41,12030.06,148.03,194.7,255.14,21.781,100.99,169.23,480280.0,305.53,96.54,118.1,1759.9
3966.4152000000004,3987.6778102248654,0.012558367970606115,3963.51,3983.17,4113.5611984492525,3759.012801550746,61.38615472219964,-1.5429204035177224,7.235,78.2,3.6395,16440.4,1008.6,1216.55,11503.45,141.17,180.83,240.33,21.436,95.19,156.39,475843.0,280.96,92.42,109.46,1763.7
3964.0640000000003,3984.02583942104,0.012546691675920317,3933.92,3969.61,4113.268918130306,3772.774081869694,59.51625558625865,-0.667074295336989,6.712,77.24,3.6165,16211.7,1012.3,1167.73,11587.75,144.22,182.92,241.76,21.125,96.05,158.27,472712.0,281.17,93.95,108.78,1740.3
3962.2291999999998,3990.5018641254956,0.012624311719472326,3941.26,3919.25,4119.602854365879,3784.5701456341217,60.77348979423187,2.3317523980906696,7.024,76.28,3.633,16512.3,1000.8,1198.12,11756.03,148.11,182.86,247.49,21.609,97.46,162.7,478676.0,285.54,93.41,111.41,1754.0
3959.4944,3996.1569619523425,0.012536965496561579,3998.84,3892.09,4121.290107408754,3803.369892591247,53.152264024318036,1.6084228373335785,7.308,77.94,3.62,16623.9,1009.8,1185.79,11838.72,151.07,183.2,247.58,21.526,98.46,165.19,477020.0,291.5,94.13,112.24,1745.6
3957.3444,3997.2989678058284,0.012603711429584566,4071.7,3895.08,4123.442130411525,3813.7318695884755,48.41196118346936,1.7707528368650083,6.779,80.95,3.6165,16212.9,1008.7,1139.74,11724.84,150.18,169.91,245.03,21.229,97.05,160.38,476980.0,286.69,93.2,111.44,1739.9
3953.6135999999997,3990.012972758778,0.01213031698555086,4076.57,3808.1,4114.045318147471,3835.9606818525294,46.171680615245435,0.22023413832124028,6.776,79.73,3.576,15776.2,989.95,1107.46,11553.45,148.01,167.87,242.05,20.872,95.6,153.17,468922.0,285.05,92.46,109.86,1739.6
3949.3251999999998,3986.217130795889,0.011979644174966763,4080.11,3852.97,4100.331433321847,3864.4425666781535,53.16086086494875,-0.8377429454541785,6.303,80.08,3.6415,16638.3,984.3,1207.31,11677.02,151.29,180.19,241.22,20.997,97.43,154.09,468290.0,287.98,94.14,112.05,1754.4
3945.8722,3980.1160337503675,0.011922720517225873,3957.63,3824.14,4089.7046796347736,3884.489320365227,48.23212832975237,-3.073409141144978,6.369,81.64,3.694,16691.2,991.5,1205.17,11676.86,150.72,183.17,241.68,20.975,98.36,156.77,463695.0,295.28,94.85,111.45,1763.0
3943.5159999999996,3976.8351054810805,0.011916207394508114,3963.94,3839.5,4084.580894902104,3895.9171050978957,52.69138367638464,-2.8891936112957706,6.2,85.59,3.7735,16540.5,1016.2,1206.16,11699.09,148.79,186.92,241.73,21.524,98.85,159.1,465520.0,306.02,97.12,113.23,1775.8
3942.9952000000003,3979.1266277147606,0.011986979231521517,4026.12,3849.28,4084.37442457438,3895.76457542562,55.17503024834401,-2.166118070346146,6.034,86.92,3.8195,16895.1,1022.4,1253.45,11871.15,150.04,194.42,241.97,21.518,98.44,166.66,468233.0,310.2,98.94,117.08,1776.8
3940.7290000000003,3975.7609926817204,0.011630463262050977,4027.26,3783.22,4081.2627126649827,3892.6362873350176,45.52343228639699,-0.009601706071560301,5.933,85.87,3.8275,16613.7,1033.0,1242.64,11700.94,148.28,190.95,241.55,22.113,95.7,162.95,466600.0,299.27,98.49,114.22,1776.9
3939.3790000000004,3978.4023784229944,0.011545351702669425,4003.58,3829.25,4081.4062656303245,3892.729734369676,40.7839007839008,0.7313430576648461,5.879,88.96,3.901,17049.9,1044.75,1288.63,11817.01,149.7,195.97,247.11,21.667,96.41,163.27,469047.0,290.13,100.79,113.02,1769.4
3938.1820000000002,3975.0127817425337,0.011693886439857852,3949.94,3844.82,4080.4094913227714,3895.9255086772296,36.90745904496338,-1.7324371851807685,6.239,86.47,3.7495,17589.1,1047.0,1299.15,11605.96,146.87,190.72,242.98,21.702,93.94,157.5,457665.0,274.97,96.63,111.87,1753.7
3932.8144,3940.1754307052206,0.015214404044545785,3965.34,3822.39,4118.770970068033,3836.0700299319665,25.00829187396353,-6.920089589447908,5.865,85.83,3.691,15886.9,998.1,1100.84,10797.55,134.87,177.59,224.51,21.327,87.32,137.76,435945.0,254.66,86.14,106.0022,1713.7
3928.9804000000004,3922.93459521211,0.01548489606643046,3946.56,3878.44,4127.555617478119,3816.7043825218816,39.560900122509516,-4.3828273695042945,6.138,88.91,3.676,18527.4,1011.95,1335.25,11059.5,139.5,191.3,228.87,21.502,88.9,146.02,442100.0,263.46,89.98,106.0022,1716.0
3925.6641999999997,3905.0677344102464,0.015282468020755465,3958.79,3821.62,4137.222941678212,3793.5910583217883,37.6337824225636,-3.6238525142153977,6.944,91.79,3.6005,20589.0,989.4,1567.57,10977.0,138.92,197.08,227.87,20.919,88.49,143.01,438575.0,258.6,90.53,106.0022,1680.5
3923.0982,3884.3726983471315,0.01538024743528812,3991.73,3817.66,4145.644090886975,3762.340909113025,29.032046338381804,-4.9123152113059625,6.4,92.61,3.6735,21145.9,960.5,1645.01,10857.03,138.38,207.47,221.39,20.784,86.58,141.56,432000.0,260.79,90.98,106.0022,1676.6
3918.9188,3859.067667832188,0.015455806875006774,3957.25,3852.36,4146.278901023419,3726.525098976582,26.677289627437574,-5.743482931971133,5.975,88.17,3.4165,20206.4,924.1,1531.08,10690.6,138.88,215.31,214.25,19.43,83.43,134.21,428800.0,269.06,89.3,106.0022,1630.9
3914.2932,3843.7787958580047,0.015440650527607593,3992.93,3895.75,4133.699369206932,3707.416630793068,31.93594738323435,-5.02931451276779,6.268,90.0,3.4545,20154.4,950.9,1519.04,10906.34,145.03,214.98,220.1,19.594,86.97,132.19,438700.0,273.0,92.12,106.0022,1650.0
3911.4334000000003,3845.674365726004,0.015445679040282224,3956.37,3995.32,4110.395791495442,3708.3192085045575,43.463724506853886,-3.397774899604933,5.714,88.37,3.457,20483.5,950.5,1579.64,11288.95,150.65,227.82,228.17,19.667,90.47,135.43,443004.0,286.75,96.79,106.0022,1649.7
3909.2095999999997,3849.7213863835423,0.015418360006599543,3748.57,4019.65,4105.431483194163,3704.7185168058363,43.50150350818576,-2.1547792027291623,6.355,86.53,3.3575,20496.3,930.1,1572.89,11405.57,153.34,227.54,232.13,19.119,94.51,134.97,445050.0,291.88,102.44,106.0022,1640.7
3907.8386,3857.619634632228,0.015452009984701465,3828.11,3990.56,4100.36235309362,3703.499646906381,46.87765913644972,-2.3008166935057695,5.684,87.9,3.4135,20594.4,946.4,1554.47,11546.21,155.74,228.52,235.87,19.147,96.29,138.34,451900.0,295.72,103.41,106.0022,1644.8
3905.5996,3849.8781523811163,0.015852345095974777,3806.8,3934.38,4084.663228756277,3697.3167712437216,40.650496821576255,-3.7678477998771553,5.186,89.08,3.5025,20292.9,967.4,1514.19,11191.63,144.8,225.09,226.75,19.494,92.22,131.76,437900.0,296.94,110.96,106.0022,1665.6
3904.3698,3846.912282784021,0.015830670769853793,3770.55,3963.51,4065.4410766003975,3696.8729233996028,39.93579093328002,2.188301138834259,5.606,87.91,3.5245,20769.5,962.5,1566.16,11405.9,149.35,224.64,231.32,19.486,94.93,128.96,435660.0,298.62,115.66,129.82,1669.2
3903.6504,3848.788854663402,0.015855124746382437,3719.89,3933.92,4049.1134372405977,3698.7535627594025,43.82409947894379,0.8097990914576636,5.613,85.32,3.3845,20082.7,919.7,1459.6,11669.99,152.34,222.41,250.66,19.349,104.48,132.61,436400.0,291.02,120.6,137.51,1658.0
3903.4352000000003,3840.873646253648,0.01609644585312042,3759.69,3941.26,4040.836433194612,3691.7705668053873,38.08293628066243,-0.2485026794157852,5.199,84.58,3.417,19331.5,926.6,1343.88,11430.26,149.45,211.25,247.25,19.189,102.52,125.99,432500.0,282.45,119.82,129.72,1654.1
3901.4308,3827.3161622146254,0.015927037493900176,3856.1,3998.84,4030.7046627454024,3680.6433372545976,37.71389954866894,-0.47207967007466545,4.959,85.05,3.4565,19162.6,933.9,1299.76,11310.33,147.27,214.44,242.12,19.066,101.13,124.66,427170.0,289.57,119.32,130.01,1656.3
3898.2635999999998,3802.464444950837,0.015908806681407702,3871.98,4071.7,4030.4692782777392,3652.8007217222603,44.15184436941074,-1.4546129052203094,5.358,85.98,3.4015,19042.9,915.1,1282.87,11046.71,143.39,207.28,236.15,18.689,99.97,121.94,413950.0,268.16,115.25,131.53,1636.8
3895.3768,3785.956068804554,0.016024586323634352,3901.06,4076.57,4019.644735130094,3637.262264869907,39.89234722581231,-1.7163649130646497,5.462,85.55,3.311,19123.9,881.1,1285.32,11103.38,143.86,222.04,236.48,18.359,99.63,120.51,421610.0,272.38,115.07,133.23,1634.2
3892.7908,3775.805904373084,0.01611041995774136,3807.3,4080.11,3995.5353994304833,3634.196600569516,43.43446565231857,-3.529991442130642,5.745,82.82,3.351,19328.2,907.3,1310.81,11147.74,143.75,220.19,238.5,18.6,100.77,119.67,428465.0,240.86,116.36,132.8,1655.8
3890.6854,3760.751149854148,0.015371330652347335,3830.6,3957.63,3978.3799325260115,3623.422067473987,43.058054456039315,-5.011131255843271,5.999,85.46,3.401,19548.2,913.6,1331.12,11062.53,142.41,219.35,237.53,18.719,99.97,118.88,419101.0,245.1,113.79,134.04,1664.0
3885.7617999999998,3733.4155883381254,0.01593375889330386,3859.11,3963.94,3959.1728330659607,3601.64316693404,40.38077561236257,-8.15137424187271,6.453,85.61,3.4045,19181.8,894.9,1296.74,10692.06,138.38,204.99,228.56,18.071,96.56,112.27,412760.0,230.0,106.9,126.76,1648.9
3882.2635999999998,3723.6454978245674,0.016354801576565256,3797.34,4026.12,3930.8427662415083,3601.3272337584926,44.07955474664343,-3.608594016757294,6.741,89.11,3.423,19379.8,896.4,1287.34,11033.58,142.99,221.72,234.24,18.918,99.06,119.6,415222.0,232.51,112.53,130.29,1677.0
3877.3564,3701.089267390019,0.016840431118845464,3752.75,4027.26,3942.6981137069333,3572.317886293067,31.5109515165167,-6.619589620424993,6.435,87.27,3.408,19154.8,881.0,1294.57,10785.61,138.34,217.24,225.75,18.938,97.56,115.0,399251.0,220.87,112.9,127.5,1677.5
3871.5644,3683.8201493300157,0.016884802724553446,3665.78,4003.58,3942.096243124588,3548.992756875412,31.139591271215764,-7.003428251591693,6.596,89.35,3.4455,19059.1,899.1,1279.97,10791.35,138.98,216.5,225.41,19.487,97.18,115.86,402836.0,214.29,112.21,128.54,1686.0
3867.3798000000006,3672.830895586936,0.016874556827278803,3695.16,3949.94,3938.746289445334,3532.9017105546654,30.628514676079362,-4.870514623394273,6.435,91.13,3.4115,19134.6,895.8,1290.04,10926.97,140.42,222.96,229.25,19.615,97.86,116.7,403000.0,229.98,113.67,133.79,1675.2
3863.8197999999998,3667.7276808812535,0.0169378195726519,3719.98,3965.34,3935.895301146016,3522.663698853983,37.64809902740932,-3.01352341616149,6.748,92.64,3.3685,19531.3,917.9,1330.99,11039.47,140.09,223.07,234.24,20.255,98.68,120.76,406010.0,224.75,114.56,133.45,1709.3
3861.663,3679.541883822599,0.017880715622326664,3677.95,3946.56,3937.184758872209,3523.837241127791,44.338034098084606,2.147973964613259,6.972,88.45,3.429,19956.7,921.8,1352.27,11485.5,145.43,238.13,246.79,20.66,101.42,131.3,416300.0,240.02,120.3,139.07,1720.8
3859.4136,3695.501594003738,0.017995010566577926,3583.07,3958.79,3939.3324140809723,3524.048585919027,45.07859451460911,2.384741120817502,6.93,87.76,3.483,20157.5,914.6,1352.07,11573.18,146.4,240.81,249.2,20.544,101.43,132.09,420668.0,236.73,120.95,138.98,1720.8
3855.3258,3710.182887233932,0.01791482392875268,3669.91,3991.73,3929.804276103763,3527.0597238962364,49.552555529185085,1.9072683186468709,6.837,86.52,3.4705,20340.2,933.7,1361.48,11582.54,146.1,249.44,248.88,21.099,101.64,131.67,424180.0,240.74,121.09,140.28,1730.5
3848.5014,3705.2978276594804,0.018600010604986037,3577.03,3957.25,3909.397379749024,3528.111620250977,45.261412904871186,0.013050748378851118,6.47,83.63,3.3915,19628.3,900.1,1323.41,11229.73,142.45,242.4,240.74,20.589,98.64,125.12,413300.0,239.04,115.88,138.61,1702.0
3840.4025999999994,3686.8858541734066,0.018931828495287437,3588.84,3992.93,3881.9572063430496,3524.0077936569496,44.92683914738491,0.07116802071964745,6.766,79.49,3.394,19423.0,860.9,1328.73,10971.22,138.2,265.25,232.9,19.039,95.65,121.39,406470.0,235.44,113.0,135.68,1672.0
3834.5244000000002,3679.744953531344,0.01920020257434865,3612.39,3956.37,3868.625754674089,3520.656245325912,46.64688354526615,-0.802199508979784,6.874,81.23,3.403,19593.0,861.5,1336.08,11164.78,142.48,268.21,237.5,18.712,97.42,122.2,406700.0,239.71,114.8,136.41,1668.6
3829.635,3685.7903452957526,0.017219435916334624,3639.66,3748.57,3851.4621057923687,3526.6638942076306,49.945931021788645,3.970053368297166,6.868,82.15,3.347,19411.0,865.4,1337.37,11493.83,149.84,287.81,241.07,18.88,100.05,127.36,410705.0,245.2,118.01,141.61,1670.0
3823.9024,3679.8672152502522,0.017076204048419884,3744.52,3828.11,3820.531732522159,3536.4122674778414,48.294734031902834,1.6286599569777405,6.76,78.5,3.2755,19081.0,839.7,1328.23,11271.75,151.76,282.94,236.41,18.337,97.5,124.13,401490.0,224.36,114.41,134.4,1636.2
3818.1780000000003,3676.04764367329,0.01707031959474472,3783.28,3806.8,3802.157441670164,3540.5565583298358,54.432469052164805,1.1806587882260855,7.014,76.71,3.2855,19225.7,844.9,1337.06,11254.11,150.77,276.01,237.45,18.48,98.17,122.28,399128.0,224.07,115.15,136.37,1633.4
3812.0658000000003,3678.6910831081686,0.017124460332709653,3790.93,3770.55,3793.989468521307,3542.7725314786926,51.527777777777786,1.471840776336264,6.992,78.74,3.337,19293.5,856.5,1327.96,11311.24,150.43,275.33,237.92,18.91,98.74,125.16,404485.0,226.41,113.78,140.41,1655.6
3805.7916000000005,3690.8909164761426,0.017253788740745665,3678.43,3719.89,3804.813499965082,3541.169500034918,62.308864341296164,0.35972567912576636,7.193,83.49,3.4615,19404.0,899.0,1326.44,11501.65,152.74,288.59,240.98,19.617,100.14,125.61,405375.0,237.05,117.31,142.82,1681.1
3800.0588000000002,3706.1276985567356,0.017213502505650374,3585.62,3759.69,3819.355927748358,3536.1040722516427,63.31351544603487,0.17577340297307842,7.827,82.94,3.4585,18489.0,911.7,1247.74,11637.79,153.72,300.8,238.95,19.48,99.28,132.61,407930.0,236.87,118.54,142.12,1675.7
3795.5752,3729.1742064710843,0.016859499284250876,3640.47,3856.1,3846.307791933075,3522.7472080669254,65.26590276558935,1.7146188402318074,7.772,84.45,3.4955,18872.4,914.5,1323.33,11851.54,156.9,308.73,242.45,19.183,101.14,131.76,419869.0,242.85,122.19,146.09,1671.1
3794.4204000000004,3755.438174706302,0.016970865405068505,3719.04,3871.98,3883.799096023151,3507.44990397685,65.97777368453367,6.020503312554548,7.752,85.73,3.5045,19538.9,912.6,1376.0,11953.27,154.48,309.07,244.52,19.358,103.07,133.82,421339.0,243.63,124.66,148.02,1678.2
3792.6082,3773.5753785976403,0.01696477129549013,3647.29,3901.06,3906.3619467709864,3513.9130532290133,58.75008491270974,8.023995850090081,7.764,85.11,3.505,19802.4,896.1,1434.01,11861.38,150.7,303.35,244.74,19.381,102.8,131.98,414537.0,240.13,123.53,146.29,1683.5
3790.1128000000003,3793.233012659542,0.016394406789292458,3655.04,3807.3,3934.540000334618,3508.878999665382,58.13927837752132,7.166107672910371,8.324,85.1,3.48,19701.7,902.2,1472.64,11927.49,152.37,303.75,245.38,19.269,102.91,129.29,417103.0,235.38,126.28,149.55,1677.3
3788.4878,3816.7371645580743,0.01648102705584742,3693.23,3830.6,3963.874084688868,3516.442915311132,60.17158148808902,6.102919032868703,9.114,88.48,3.5135,20222.5,904.5,1637.92,12134.4,155.31,302.61,252.22,19.569,105.0,131.28,420500.0,224.12,128.55,151.47,1709.1
3787.07,3834.5760623183705,0.016456288694782946,3757.99,3859.11,3984.919658178828,3529.7823418211724,69.17091413577828,7.824987867704514,8.284,87.31,3.548,20175.5,883.4,1574.47,12033.62,153.84,292.13,251.99,19.491,104.32,131.31,418700.0,218.13,126.82,153.13,1717.4
3790.2794,3877.012052730929,0.01802436554853041,3789.93,3797.34,4048.7009157399484,3515.8030842600524,85.07720072187686,12.458687182630012,8.249,87.78,3.603,22395.3,904.2,1716.42,12739.72,163.43,304.42,266.65,19.86,110.86,145.05,433062.0,236.53,136.45,168.96,1740.6
3792.3198,3906.2963523107865,0.017990514373347224,3855.93,3752.75,4089.8221060967767,3517.4518939032228,78.99083191850596,10.13015707118159,7.996,86.79,3.5615,21365.2,877.5,1718.81,12588.29,157.37,299.68,264.46,18.767,110.65,143.87,429819.0,233.57,133.27,169.15,1728.6
3793.5121999999997,3921.6630673398963,0.017642830858217474,3899.89,3665.78,4115.186129754398,3518.2538702456013,69.97189995270288,6.604328377669977,7.954,83.54,3.522,19317.4,866.5,1634.85,12321.19,154.46,289.26,258.52,18.442,108.38,139.9,426850.0,227.44,129.82,162.06,1720.2
3793.9338000000002,3930.617980056835,0.017703937052942702,3873.33,3695.16,4133.214739358113,3519.884260641887,74.69335630067417,5.0117020630988,7.842,81.94,3.4265,19281.5,848.6,1629.51,12259.39,155.96,283.7,258.09,18.26,109.45,137.14,422047.0,228.96,129.48,160.39,1727.8
3792.5844,3929.639829278861,0.017940579369067643,3901.35,3719.98,4142.40737370693,3524.0246262930705,68.66265527950313,1.7720757378894447,8.786,86.87,3.409,19952.7,822.3,1575.34,12098.44,155.81,270.21,256.06,17.881,107.85,136.47,417940.0,226.11,127.51,160.32,1722.6
3792.7764,3935.3644709282667,0.017832508770767082,3946.01,3677.95,4153.315447089056,3541.9585529109436,68.85266233050382,1.7169715043244826,9.25084,86.61,3.405,20126.1,810.1,1585.48,12274.62,157.96,277.16,260.4,17.666,109.74,139.37,424290.0,230.04,127.82,165.36,1709.3
3792.0178,3938.3853215546874,0.017045498402185513,3932.69,3583.07,4148.907236906467,3583.304763093533,64.64170518899478,2.1085216080220404,9.127,89.55,3.517,20043.9,831.6,1555.12,12272.03,157.22,275.61,261.47,17.882,108.22,150.94,421308.0,223.56,126.77,162.93,1726.2
3792.6135999999997,3945.7352720847352,0.016613390834809807,4110.41,3669.91,4149.913864314087,3616.867135685913,64.6006637003527,2.1738628936137427,9.042,91.64,3.556,19792.6,836.6,1523.34,12342.7,158.91,277.7,262.97,18.287,108.94,154.68,429700.0,220.65,128.73,157.16,1736.3
3798.2544,3958.7929225332377,0.01579257562824132,4067.36,3577.03,4161.436459148013,3636.501540851987,63.42783346657651,2.143937800461737,9.25084,97.01,3.614,20295.8,855.8,1552.6,12484.32,161.38,284.82,265.23,18.557,109.42,158.01,433300.0,224.57,129.79,159.17,1749.7
3802.8453999999997,3974.003242143509,0.015798843201974402,4006.18,3588.84,4162.557289144537,3676.417710855463,62.45165974776255,3.1777231360722524,9.25084,93.06,3.6985,20249.9,859.7,1508.08,12605.17,163.62,288.09,268.09,18.746,110.34,162.6,436201.0,223.28,130.75,161.78,1749.8
3810.6918,4008.6365895060458,0.01675915913274695,3979.87,3612.39,4186.912706765826,3706.4702932341734,71.76489451251288,2.158178867801519,9.25084,92.52,3.6965,21565.4,878.1,1695.37,13143.58,170.03,296.07,278.85,19.12,116.65,179.13,448000.0,233.98,137.28,168.78,1771.4
3818.0962,4028.9648065051156,0.017107662590864967,3924.26,3639.66,4192.68175328161,3745.45524671839,65.37187323437266,1.80485622123443,9.25084,94.89,3.651,21365.2,870.6,1656.64,12917.86,167.53,297.1,275.79,18.907,113.69,172.22,442210.0,229.61,133.8,163.26,1761.5
3826.2729999999997,4044.313297812021,0.0165202519884747,3966.85,3744.52,4198.657485362111,3776.553514637889,62.24435092609963,3.059023808216299,9.155,93.74,3.692,21517.2,877.7,1664.89,12881.79,167.23,296.45,276.44,19.026,113.86,171.81,435730.0,224.55,133.62,161.11,1761.2
3833.8389999999995,4058.725098148633,0.016468726093010744,3955.0,3783.28,4204.513980127932,3805.503019872068,63.832740405347124,3.9729940927718754,9.25084,90.23,3.6565,21416.3,869.4,1626.75,12890.54,167.57,289.91,277.75,18.878,114.24,170.34,433650.0,226.54,133.22,163.05,1748.4
3841.2866,4084.8412368949976,0.01681791125181877,3986.16,3790.93,4233.817380756869,3813.4546192431303,59.01504161258302,7.752289603645002,9.25084,90.77,3.6765,20831.3,889.4,1609.48,13242.9,171.52,296.67,286.15,19.069,117.21,178.49,447155.0,241.16,138.23,167.96,1762.9
3849.5218,4115.44104660346,0.015655969656225573,4030.61,3678.43,4274.441147620796,3811.2158523792045,66.2189308308098,7.988454315136684,9.188,90.5,3.6405,23203.6,905.9,1846.51,13505.99,174.15,302.87,290.17,19.464,120.17,187.73,457400.0,245.17,142.3,174.66,1771.2
